ENSG	ENTREZID	GENETYPE	SYMBOL	GENENAME	log2FoldChange	V	classification	specific.factor
6634	ENSG00000148843	22984	protein-coding	PDCD11	programmed cell death 11	0.189190186008106	0.061494885429758	basal	NA
6635	ENSG00000148848	8038	protein-coding	ADAM12	ADAM metallopeptidase domain 12	-0.585965769848585	0.278736195628729	basal	NA
6636	ENSG00000148908	6001	protein-coding	RGS10	regulator of G protein signaling 10	-0.209656696001105	0.14454193683186	basal	NA
6637	ENSG00000148925	84280	protein-coding	BTBD10	BTB domain containing 10	0.167255839534511	0.119016596868928	basal	NA
6638	ENSG00000148926	133	protein-coding	ADM	adrenomedullin	-0.738152988280931	0.257494030602182	basal	NA
6639	ENSG00000148935	2620	protein-coding	GAS2	growth arrest specific 2	0.136451705639419	0.0533309742489647	basal	NA
6640	ENSG00000148943	55327	protein-coding	LIN7C	lin-7 homolog C, crumbs cell polarity complex component	0.106437105432493	0.0554701303964064	basal	NA
6641	ENSG00000148950	196294	protein-coding	IMMP1L	inner mitochondrial membrane peptidase subunit 1	0.190633218316158	0.0639835715530408	basal	NA
6642	ENSG00000148985	27315	protein-coding	PGAP2	post-GPI attachment to proteins 2	0.139764143646884	0.0601083087362292	basal	NA
6643	ENSG00000149016	64852	protein-coding	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	-0.0134822422156395	0.0441629033463364	basal	NA
6644	ENSG00000149050	7761	protein-coding	ZNF214	zinc finger protein 214	0.314265785992249	0.124739904226285	basal	NA
6645	ENSG00000149054	7762	protein-coding	ZNF215	zinc finger protein 215	-0.273422472337684	0.0888755531143516	basal	NA
6646	ENSG00000149084	51144	protein-coding	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	-0.0730247756237015	0.0228441777983181	basal	NA
6647	ENSG00000149089	51074	protein-coding	APIP	APAF1 interacting protein	0.0411610798012112	0.0460262845024239	basal	NA
6648	ENSG00000149090	25891	protein-coding	PAMR1	peptidase domain containing associated with muscle regeneration 1	-1.97708140979736	0.962867764610341	sparse	NA
6649	ENSG00000149091	8525	protein-coding	DGKZ	diacylglycerol kinase zeta	-0.0479677916804874	0.020281635857858	basal	NA
6650	ENSG00000149100	10480	protein-coding	EIF3M	eukaryotic translation initiation factor 3 subunit M	0.201244622839995	0.0518955987189857	basal	NA
6651	ENSG00000149115	85456	protein-coding	TNKS1BP1	tankyrase 1 binding protein 1	-0.068792373259	0.0111504128140007	basal	NA
6652	ENSG00000149131	710	protein-coding	SERPING1	serpin family G member 1	0.164684994853478	0.117031358160517	basal	NA
6653	ENSG00000149136	6749	protein-coding	SSRP1	structure specific recognition protein 1	0.0684941357286237	0.0108851061821242	basal	NA
6654	ENSG00000149150	8501	protein-coding	SLC43A1	solute carrier family 43 member 1	0.212462179475299	0.145564699451885	basal	NA
6655	ENSG00000149177	5795	protein-coding	PTPRJ	protein tyrosine phosphatase receptor type J	-0.08128190269421	0.0184623751657126	basal	NA
6656	ENSG00000149179	79096	protein-coding	CSTPP1	centriolar satellite-associated tubulin polyglutamylase complex regulator 1	-0.0332501887673733	0.0101670991791201	basal	NA
6657	ENSG00000149182	84364	protein-coding	ARFGAP2	ADP ribosylation factor GTPase activating protein 2	0.0995245207916976	0.0145390946746723	basal	NA
6658	ENSG00000149187	10658	protein-coding	CELF1	CUGBP Elav-like family member 1	0.240843719546372	0.0684752076097219	basal	NA
6659	ENSG00000149196	51501	protein-coding	HIKESHI	heat shock protein nuclear import factor hikeshi	0.161817441526101	0.055238537302873	basal	NA
6660	ENSG00000149201	60494	protein-coding	CCDC81	coiled-coil domain containing 81	-0.0298014042198943	0.00712153960870006	basal	NA
6661	ENSG00000149212	143686	protein-coding	SESN3	sestrin 3	0.72358029386723	0.335102372444954	basal	NA
6662	ENSG00000149218	23052	protein-coding	ENDOD1	endonuclease domain containing 1	-0.257799318165807	0.0404568521292431	basal	NA
6663	ENSG00000149231	79780	protein-coding	CCDC82	coiled-coil domain containing 82	0.11957763172032	0.0757867089425568	basal	NA
6664	ENSG00000149243	283212	protein-coding	KLHL35	kelch like family member 35	-0.181308693644636	0.0533105204194709	basal	NA
6665	ENSG00000149256	26011	protein-coding	TENM4	teneurin transmembrane protein 4	0.0227060611648081	0.00425237168930187	basal	NA
6666	ENSG00000149257	871	protein-coding	SERPINH1	serpin family H member 1	-0.498950868323551	0.318726071476505	basal	NA
6667	ENSG00000149260	726	protein-coding	CAPN5	calpain 5	-0.0206852223813964	0.00582663743766824	basal	NA
6668	ENSG00000149262	92105	protein-coding	INTS4	integrator complex subunit 4	0.143281295283855	0.0438783051366226	basal	NA
6669	ENSG00000149269	5058	protein-coding	PAK1	p21 (RAC1) activated kinase 1	0.09550143943338	0.0281444233107428	basal	NA
6670	ENSG00000149273	6188	protein-coding	RPS3	ribosomal protein S3	0.0894159539863863	0.0237623196514908	basal	NA
6671	ENSG00000149289	85463	protein-coding	ZC3H12C	zinc finger CCCH-type containing 12C	0.0483462539600387	0.0526493902954851	basal	NA
6672	ENSG00000149292	54970	protein-coding	TTC12	tetratricopeptide repeat domain 12	0.200106428514321	0.0158103714462553	basal	NA
6673	ENSG00000149294	4684	protein-coding	NCAM1	neural cell adhesion molecule 1	-0.0715147522120569	0.00756796796365259	basal	NA
6674	ENSG00000149308	4863	protein-coding	NPAT	nuclear protein, coactivator of histone transcription	0.00355688377563915	0.0740176239538437	basal	NA
6675	ENSG00000149311	472	protein-coding	ATM	ATM serine/threonine kinase	0.00232466039642961	0.0615995837415769	basal	NA
6676	ENSG00000149313	60496	protein-coding	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	0.123281679097756	0.0287889188083384	basal	NA
6677	ENSG00000149346	128710	protein-coding	SLX4IP	SLX4 interacting protein	0.276615702843056	0.0356847910896078	basal	NA
6678	ENSG00000149357	55004	protein-coding	LAMTOR1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	0.147800090047335	0.0420609672328691	basal	NA
6679	ENSG00000149380	283208	protein-coding	P4HA3	prolyl 4-hydroxylase subunit alpha 3	-0.137047613697268	0.0470812688023896	basal	NA
6680	ENSG00000149428	10525	protein-coding	HYOU1	hypoxia up-regulated 1	-0.154468009628686	0.0604584438786423	basal	NA
6681	ENSG00000149474	57325	protein-coding	KAT14	lysine acetyltransferase 14	0.271543783124136	0.0722634672103763	basal	NA
6682	ENSG00000149476	26007	protein-coding	TKFC	triokinase and FMN cyclase	-0.0536665640104101	0.0792597387762624	basal	NA
6683	ENSG00000149480	9219	protein-coding	MTA2	metastasis associated 1 family member 2	-0.100280813075941	0.026791613455149	basal	NA
6684	ENSG00000149483	51524	protein-coding	TMEM138	transmembrane protein 138	-0.390584247958904	0.077365577966016	basal	NA
6685	ENSG00000149485	3992	protein-coding	FADS1	fatty acid desaturase 1	-0.505538079401147	0.248140286269176	basal	NA
6686	ENSG00000149489	6094	protein-coding	ROM1	retinal outer segment membrane protein 1	0.0848675798235861	0.0436813814521606	basal	NA
6687	ENSG00000149499	256364	protein-coding	EML3	EMAP like 3	-0.0980217787079549	0.0704067694279784	basal	NA
6688	ENSG00000149531	ENSG00000149531	ENSG00000149531	ENSG00000149531	ENSG00000149531	-0.0466659232242429	0.015648315688544	basal	NA
6689	ENSG00000149532	79869	protein-coding	CPSF7	cleavage and polyadenylation specific factor 7	-0.0720637777792135	0.0199333339796543	basal	NA
6690	ENSG00000149541	26229	protein-coding	B3GAT3	beta-1,3-glucuronyltransferase 3	-0.0170024675970835	0.00438047479595421	basal	NA
6691	ENSG00000149547	9538	protein-coding	EI24	EI24 autophagy associated transmembrane protein	0.105798565765777	0.0157993213584562	basal	NA
6692	ENSG00000149548	80071	protein-coding	CCDC15	coiled-coil domain containing 15	0.168924385627406	0.101562763055258	basal	NA
6693	ENSG00000149554	1111	protein-coding	CHEK1	checkpoint kinase 1	0.0484715729739901	0.0703499557152285	basal	NA
6694	ENSG00000149557	105369550	ncRNA	STT3A-AS1	STT3A antisense RNA 1	-0.0717740305427138	0.0135546700316956	basal	NA
6695	ENSG00000149571	84623	protein-coding	KIRREL3	kirre like nephrin family adhesion molecule 3	-0.0501959415367637	0.00247511096826135	basal	NA
6696	ENSG00000149577	51092	protein-coding	SIDT2	SID1 transmembrane family member 2	-0.937506653072048	0.602725071454162	similar	NA
6697	ENSG00000149582	84866	protein-coding	TMEM25	transmembrane protein 25	-0.364281881479877	0.167216283726312	basal	NA
6698	ENSG00000149591	6876	protein-coding	TAGLN	transgelin	0.966776981602226	0.10992418516475	basal	NA
6699	ENSG00000149600	149951	protein-coding	COMMD7	COMM domain containing 7	0.085426955199431	0.0205930212897035	basal	NA
6700	ENSG00000149633	85449	protein-coding	KIAA1755	KIAA1755	-0.503151895797627	0.344169894614768	basal	NA
6701	ENSG00000149636	79980	protein-coding	DSN1	DSN1 component of MIS12 kinetochore complex	0.10030798297973	0.0251916592685925	basal	NA
6702	ENSG00000149639	140710	protein-coding	SOGA1	suppressor of glucose, autophagy associated 1	0.0400234956138248	0.0034187463767395	basal	NA
6703	ENSG00000149657	149986	protein-coding	LSM14B	LSM family member 14B	-0.0213706504891743	0.0480032904254813	basal	NA
6704	ENSG00000149658	54915	protein-coding	YTHDF1	YTH N6-methyladenosine RNA binding protein F1	-0.203997631026498	0.038624370034089	basal	NA
6705	ENSG00000149679	81928	protein-coding	CABLES2	Cdk5 and Abl enzyme substrate 2	-0.0277050485898088	0.105176866502055	basal	NA
6706	ENSG00000149716	220064	protein-coding	LTO1	LTO1 maturation factor of ABCE1	0.0738361435473974	0.0250958985494604	basal	NA
6707	ENSG00000149743	83707	protein-coding	TRPT1	tRNA phosphotransferase 1	-0.0266473385013968	0.00751377628867545	basal	NA
6708	ENSG00000149761	84304	protein-coding	NUDT22	nudix hydrolase 22	-0.221378975675053	0.0210842898453551	basal	NA
6709	ENSG00000149782	5331	protein-coding	PLCB3	phospholipase C beta 3	-0.120904896725961	0.0219030316944233	basal	NA
6710	ENSG00000149792	740	protein-coding	MRPL49	mitochondrial ribosomal protein L49	-0.0409813247806479	0.0117074635898293	basal	NA
6711	ENSG00000149806	2197	protein-coding	FAU	FAU ubiquitin like and ribosomal protein S30 fusion	0.0170455714168763	0.0284680733596966	basal	NA
6712	ENSG00000149809	7108	protein-coding	TM7SF2	transmembrane 7 superfamily member 2	-0.0215626528088208	0.00651399600553712	basal	NA
6713	ENSG00000149823	738	protein-coding	VPS51	VPS51 subunit of GARP complex	-0.0263419681506709	0.00415099322925476	basal	NA
6714	ENSG00000149923	5531	protein-coding	PPP4C	protein phosphatase 4 catalytic subunit	0.127607582430539	0.0285698355307027	basal	NA
6715	ENSG00000149925	226	protein-coding	ALDOA	aldolase, fructose-bisphosphate A	-0.162705581915306	0.0418709030865631	basal	NA
6716	ENSG00000149927	8448	protein-coding	DOC2A	double C2 domain alpha	-0.0664835005399104	0.0193831856449571	basal	NA
6717	ENSG00000149929	8479	protein-coding	HIRIP3	HIRA interacting protein 3	0.217741717942738	0.0505599838353549	basal	NA
6718	ENSG00000149930	9344	protein-coding	TAOK2	TAO kinase 2	-0.079429227360235	0.022039155274809	basal	NA
6719	ENSG00000149932	124446	protein-coding	TMEM219	transmembrane protein 219	0.0788803995756293	0.0149476807857683	basal	NA
6720	ENSG00000149948	8091	protein-coding	HMGA2	high mobility group AT-hook 2	0.120086688958575	0.135302431984696	basal	NA
6721	ENSG00000149968	4314	protein-coding	MMP3	matrix metallopeptidase 3	-2.72361599853466	0.8321070380231	similar	NA
6722	ENSG00000149970	22866	protein-coding	CNKSR2	connector enhancer of kinase suppressor of Ras 2	-0.100687098156967	0.026050086581399	basal	NA
6723	ENSG00000150051	283078	protein-coding	MKX	mohawk homeobox	-0.0706269142897434	0.0286480165644071	basal	NA
6724	ENSG00000150093	3688	protein-coding	ITGB1	integrin subunit beta 1	0.0359224489765466	0.0806547076674896	basal	NA
6725	ENSG00000150316	51503	protein-coding	CWC15	CWC15 spliceosome associated protein homolog	0.214739059671071	0.0818617481393241	basal	NA
6726	ENSG00000150347	84159	protein-coding	ARID5B	AT-rich interaction domain 5B	0.0746476452136016	0.119215327749656	basal	NA
6727	ENSG00000150401	55208	protein-coding	DCUN1D2	defective in cullin neddylation 1 domain containing 2	-0.374957847963307	0.0944850858661691	basal	NA
6728	ENSG00000150403	55002	protein-coding	TMCO3	transmembrane and coiled-coil domains 3	-0.296477362627573	0.0375697676103071	basal	NA
6729	ENSG00000150433	219854	protein-coding	TMEM218	transmembrane protein 218	0.237509450910898	0.0830843842044896	basal	NA
6730	ENSG00000150455	114609	protein-coding	TIRAP	TIR domain containing adaptor protein	-0.0636757699958798	0.00717325855235385	basal	NA
6731	ENSG00000150456	221143	protein-coding	EEF1AKMT1	EEF1A lysine methyltransferase 1	0.140697357395987	0.0481907366084731	basal	NA
6732	ENSG00000150457	26524	protein-coding	LATS2	large tumor suppressor kinase 2	-0.218807163108039	0.0521260862535583	basal	NA
6733	ENSG00000150459	10284	protein-coding	SAP18	Sin3A associated protein 18	0.142514146267086	0.0403890171389258	basal	NA
6734	ENSG00000150477	57536	protein-coding	KIAA1328	KIAA1328	0.16513672363665	0.00955861208623037	basal	NA
6735	ENSG00000150510	220108	protein-coding	FAM124A	family with sequence similarity 124 member A	-0.113474305884022	0.0345805878201426	basal	NA
6736	ENSG00000150527	4253	protein-coding	MIA2	MIA SH3 domain ER export factor 2	-0.104650123004115	0.026375238000321	basal	NA
6737	ENSG00000150540	3176	protein-coding	HNMT	histamine N-methyltransferase	0.666257843573703	0.322192445614813	basal	NA
6738	ENSG00000150551	116372	protein-coding	LYPD1	LY6/PLAUR domain containing 1	1.73855224665674	1.19719767090988	sparse	NA
6739	ENSG00000150556	130576	protein-coding	LYPD6B	LY6/PLAUR domain containing 6B	-0.0926315099287446	0.0168924235816483	basal	NA
6740	ENSG00000150593	27250	protein-coding	PDCD4	programmed cell death 4	0.327185119105534	0.0977151506523347	basal	NA
6741	ENSG00000150594	150	protein-coding	ADRA2A	adrenoceptor alpha 2A	0.17581782550993	0.02264342914504	basal	NA
6742	ENSG00000150625	2823	protein-coding	GPM6A	glycoprotein M6A	-0.0648673211045665	0.0101387066624624	basal	NA
6743	ENSG00000150630	7424	protein-coding	VEGFC	vascular endothelial growth factor C	0.264070633674435	0.017080139383453	basal	NA
6744	ENSG00000150636	79839	protein-coding	CCDC102B	coiled-coil domain containing 102B	2.04145978467347	0.295066655116144	similar	NA
6745	ENSG00000150637	10666	protein-coding	CD226	CD226 molecule	-0.0122145703838667	0.00324129704254653	basal	NA
6746	ENSG00000150667	161835	protein-coding	FSIP1	fibrous sheath interacting protein 1	0.0452354182305482	0.0085860236301873	basal	NA
6747	ENSG00000150672	1740	protein-coding	DLG2	discs large MAGUK scaffold protein 2	0.00204068205139826	0.0287607289104132	basal	NA
6748	ENSG00000150681	64407	protein-coding	RGS18	regulator of G protein signaling 18	0.170852588385851	0.123262611934117	basal	NA
6749	ENSG00000150687	11098	protein-coding	PRSS23	serine protease 23	0.315592101927173	0.0438261548677179	basal	NA
6750	ENSG00000150712	54545	protein-coding	MTMR12	myotubularin related protein 12	-0.470597922622785	0.181261450175563	basal	NA
6751	ENSG00000150753	22948	protein-coding	CCT5	chaperonin containing TCP1 subunit 5	0.135829786462996	0.0094004277906558	basal	NA
6752	ENSG00000150756	134145	protein-coding	ATPSCKMT	ATP synthase c subunit lysine N-methyltransferase	0.322980228898193	0.0498711694289863	basal	NA
6753	ENSG00000150760	1793	protein-coding	DOCK1	dedicator of cytokinesis 1	0.0859674552769365	0.00957067264546626	basal	NA
6754	ENSG00000150764	85458	protein-coding	DIXDC1	DIX domain containing 1	-0.0633974664249915	0.0145219153299203	basal	NA
6755	ENSG00000150768	1737	protein-coding	DLAT	dihydrolipoamide S-acetyltransferase	0.195948213818155	0.0700564871725493	basal	NA
6756	ENSG00000150773	120379	protein-coding	PIH1D2	PIH1 domain containing 2	0.172110174894163	0.0419645013603317	basal	NA
6757	ENSG00000150776	55216	protein-coding	NKAPD1	NKAP domain containing 1	0.205039642364118	0.0688792216080803	basal	NA
6758	ENSG00000150779	26521	protein-coding	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B	0.0444835380171406	0.0592498966032029	basal	NA
6759	ENSG00000150867	5305	protein-coding	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	-0.224998947340112	0.102109737191493	basal	NA
6760	ENSG00000150873	130813	protein-coding	C2orf50	chromosome 2 open reading frame 50	0.0201965567879157	0.00351887204020061	basal	NA
6761	ENSG00000150907	2308	protein-coding	FOXO1	forkhead box O1	-0.0973626755975355	0.0096684921516578	basal	NA
6762	ENSG00000150938	51232	protein-coding	CRIM1	cysteine rich transmembrane BMP regulator 1	-0.147061209122565	0.136590958398833	basal	NA
6763	ENSG00000150961	9871	protein-coding	SEC24D	SEC24 homolog D, COPII coat complex component	-0.0377626025227922	0.0147675862350766	basal	NA
6764	ENSG00000150967	23457	protein-coding	ABCB9	ATP binding cassette subfamily B member 9	-0.175281714018342	0.0755618993808987	basal	NA
6765	ENSG00000150977	196383	protein-coding	RILPL2	Rab interacting lysosomal protein like 2	-0.14267351184992	0.0312975562783729	basal	NA
6766	ENSG00000150991	7316	protein-coding	UBC	ubiquitin C	0.174954384618439	0.0153804445040455	basal	NA
6767	ENSG00000150995	3708	protein-coding	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	-0.126506337781455	0.0425858389479436	basal	NA
6768	ENSG00000151012	23657	protein-coding	SLC7A11	solute carrier family 7 member 11	-0.0782766577644869	0.0910247210528584	basal	NA
6769	ENSG00000151014	25819	protein-coding	NOCT	nocturnin	-0.198202928489089	0.0603553436112481	basal	NA
6770	ENSG00000151065	196513	protein-coding	DCP1B	decapping mRNA 1B	0.164169550803891	0.0121112166374478	basal	NA
6771	ENSG00000151067	100874369	ncRNA	CACNA1C-IT2	CACNA1C intronic transcript 2	-0.282015102320494	0.0821342626264085	basal	NA
6772	ENSG00000151090	7068	protein-coding	THRB	thyroid hormone receptor beta	0.0893795465838187	0.0168541942631409	basal	NA
6773	ENSG00000151092	55768	protein-coding	NGLY1	N-glycanase 1	-0.267358946981319	0.0711485479663992	basal	NA
6774	ENSG00000151093	54995	protein-coding	OXSM	3-oxoacyl-ACP synthase, mitochondrial	-0.0544599371441335	0.0559136487323333	basal	NA
6775	ENSG00000151116	55293	protein-coding	UEVLD	UEV and lactate/malate dehyrogenase domains	0.0484864851675428	0.00562725981368322	basal	NA
6776	ENSG00000151117	144110	protein-coding	TMEM86A	transmembrane protein 86A	-0.0850183451416311	0.0826576938085288	basal	NA
6777	ENSG00000151131	121053	protein-coding	NOPCHAP1	NOP protein chaperone 1	0.333646166103693	0.0245307002563983	basal	NA
6778	ENSG00000151135	90488	protein-coding	TMEM263	transmembrane protein 263	-0.043048421875676	0.0281414744858491	basal	NA
6779	ENSG00000151136	121551	protein-coding	ABTB3	ankyrin repeat and BTB domain containing 3	0.124243742582939	0.091806070429232	basal	NA
6780	ENSG00000151148	89910	protein-coding	UBE3B	ubiquitin protein ligase E3B	0.0146484104889625	0.0693882434512606	basal	NA
6781	ENSG00000151150	288	protein-coding	ANK3	ankyrin 3	-0.104782671808083	0.0526661619956603	basal	NA
6782	ENSG00000151151	253430	protein-coding	IPMK	inositol polyphosphate multikinase	-0.0267798898390514	0.16970669509532	basal	NA
6783	ENSG00000151164	144715	protein-coding	RAD9B	RAD9 checkpoint clamp component B	0.0268949709574671	0.00842026383734594	basal	NA
6784	ENSG00000151176	196463	protein-coding	PLBD2	phospholipase B domain containing 2	-0.300250892052	0.119909359480985	basal	NA
6785	ENSG00000151208	9231	protein-coding	DLG5	discs large MAGUK scaffold protein 5	-0.104062499838814	0.0339146281076482	basal	NA
6786	ENSG00000151229	114134	protein-coding	SLC2A13	solute carrier family 2 member 13	-0.234684697313222	0.0597802637595491	basal	NA
6787	ENSG00000151233	283464	protein-coding	GXYLT1	glucoside xylosyltransferase 1	0.0881461075996498	0.00201637675447732	basal	NA
6788	ENSG00000151239	5756	protein-coding	TWF1	twinfilin actin binding protein 1	0.141316148107647	0.0106750820725301	basal	NA
6789	ENSG00000151240	22982	protein-coding	DIP2C	disco interacting protein 2 homolog C	-0.159743553699285	0.0121476241436356	basal	NA
6790	ENSG00000151247	1977	protein-coding	EIF4E	eukaryotic translation initiation factor 4E	0.0818677875729895	0.0247174607520762	basal	NA
6791	ENSG00000151276	9223	protein-coding	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	0.0721748194412602	0.0229036090080512	basal	NA
6792	ENSG00000151287	93081	protein-coding	TEX30	testis expressed 30	0.0471757456960354	0.0145619007729162	basal	NA
6793	ENSG00000151292	1456	protein-coding	CSNK1G3	casein kinase 1 gamma 3	0.0797405896260843	0.102634382335546	basal	NA
6794	ENSG00000151303	ENSG00000151303	ENSG00000151303	ENSG00000151303	ENSG00000151303	-0.041649690181451	0.00634395272708038	basal	NA
6795	ENSG00000151304	153443	protein-coding	SRFBP1	serum response factor binding protein 1	0.129579693288964	0.0207464847640221	basal	NA
6796	ENSG00000151320	9472	protein-coding	AKAP6	A-kinase anchoring protein 6	-0.0635302561052562	0.00695271518227037	basal	NA
6797	ENSG00000151322	64067	protein-coding	NPAS3	neuronal PAS domain protein 3	0.0250779219697469	0.034219502169582	basal	NA
6798	ENSG00000151327	101927178	ncRNA	LOC101927178	uncharacterized LOC101927178	-0.0625072235032594	0.0789380755530589	basal	NA
6799	ENSG00000151332	51562	protein-coding	MBIP	MAP3K12 binding inhibitory protein 1	0.133043653498635	0.0208108947282685	basal	NA
6800	ENSG00000151338	145282	protein-coding	MIPOL1	mirror-image polydactyly 1	0.0728127322482035	0.0181766501315024	basal	NA
6801	ENSG00000151348	2132	protein-coding	EXT2	exostosin glycosyltransferase 2	-0.146624474565151	0.0364002911444677	basal	NA
6802	ENSG00000151353	129787	protein-coding	TMEM18	transmembrane protein 18	0.0273894938048354	0.0374208406733468	basal	NA
6803	ENSG00000151364	65987	protein-coding	KCTD14	potassium channel tetramerization domain containing 14	-0.163440611511544	0.0421893617839014	basal	NA
6804	ENSG00000151366	4718	protein-coding	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	0.107934739885298	0.0472656817282178	basal	NA
6805	ENSG00000151376	10873	protein-coding	ME3	malic enzyme 3	0.0761975694990878	0.0136959813358442	basal	NA
6806	ENSG00000151388	81792	protein-coding	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	0.062446238562259	0.0189503553546997	basal	NA
6807	ENSG00000151413	80224	protein-coding	NUBPL	NUBP iron-sulfur cluster assembly factor, mitochondrial	0.225660320678618	0.0135770269261011	basal	NA
6808	ENSG00000151414	140609	protein-coding	NEK7	NIMA related kinase 7	-0.108042177815019	0.011167594320754	basal	NA
6809	ENSG00000151422	2241	protein-coding	FER	FER tyrosine kinase	0.210996075450852	0.0928805327804369	basal	NA
6810	ENSG00000151445	63894	protein-coding	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	0.246966045823037	0.0574465409928922	basal	NA
6811	ENSG00000151458	57182	protein-coding	ANKRD50	ankyrin repeat domain containing 50	0.0847251372224679	0.0560406175379727	basal	NA
6812	ENSG00000151461	26019	protein-coding	UPF2	UPF2 regulator of nonsense mediated mRNA decay	0.219137649855449	0.0551897427657304	basal	NA
6813	ENSG00000151465	8872	protein-coding	CDC123	cell division cycle 123	0.153838087705936	0.0339085385025989	basal	NA
6814	ENSG00000151466	132320	protein-coding	SCLT1	sodium channel and clathrin linker 1	0.0245906293405276	0.00513894157168984	basal	NA
6815	ENSG00000151470	132321	protein-coding	C4orf33	chromosome 4 open reading frame 33	0.546707338050438	0.183545244125771	basal	NA
6816	ENSG00000151474	55691	protein-coding	FRMD4A	FERM domain containing 4A	0.303363525232639	0.101759887697544	basal	NA
6817	ENSG00000151490	5800	protein-coding	PTPRO	protein tyrosine phosphatase receptor type O	1.00783579596745	0.395479160168465	basal	NA
6818	ENSG00000151491	2059	protein-coding	EPS8	epidermal growth factor receptor pathway substrate 8	0.647050575089452	0.309035757414014	basal	NA
6819	ENSG00000151498	27034	protein-coding	ACAD8	acyl-CoA dehydrogenase family member 8	0.125042128449586	0.0349865472329949	basal	NA
6820	ENSG00000151500	29087	protein-coding	THYN1	thymocyte nuclear protein 1	0.139963541516616	0.0720776130079738	basal	NA
6821	ENSG00000151502	112936	protein-coding	VPS26B	VPS26 retromer complex component B	-0.0899324152363975	0.0394843292686143	basal	NA
6822	ENSG00000151503	23310	protein-coding	NCAPD3	non-SMC condensin II complex subunit D3	-0.0785341071969744	0.0555111351932049	basal	NA
6823	ENSG00000151532	143187	protein-coding	VTI1A	vesicle transport through interaction with t-SNAREs 1A	0.0292527508166639	0.0442176227467329	basal	NA
6824	ENSG00000151552	5860	protein-coding	QDPR	quinoid dihydropteridine reductase	0.122390689057887	0.0426968570313569	basal	NA
6825	ENSG00000151553	57700	protein-coding	FHIP2A	FHF complex subunit HOOK interacting protein 2A	0.115518011616436	0.0337741623569358	basal	NA
6826	ENSG00000151575	374618	protein-coding	TEX9	testis expressed 9	0.318845311855364	0.104088678199358	basal	NA
6827	ENSG00000151576	79691	protein-coding	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2	0.168307369302704	0.0236783737539191	basal	NA
6828	ENSG00000151611	166785	protein-coding	MMAA	metabolism of cobalamin associated A	0.243669139765605	0.0908754939005785	basal	NA
6829	ENSG00000151612	152485	protein-coding	ZNF827	zinc finger protein 827	-0.030541887520431	0.00271629115568495	basal	NA
6830	ENSG00000151617	1909	protein-coding	EDNRA	endothelin receptor type A	-0.286347651599876	0.149806910035343	basal	NA
6831	ENSG00000151623	4306	protein-coding	NR3C2	nuclear receptor subfamily 3 group C member 2	0.0566780307947408	0.0111745767012227	basal	NA
6832	ENSG00000151632	1646	protein-coding	AKR1C2	aldo-keto reductase family 1 member C2	1.35554169452614	0.765968753784072	similar	NA
6833	ENSG00000151640	10570	protein-coding	DPYSL4	dihydropyrimidinase like 4	-0.295121983150294	0.114246019742117	basal	NA
6834	ENSG00000151657	22944	protein-coding	KIN	Kin17 DNA and RNA binding protein	0.204677839471069	0.0752968750645661	basal	NA
6835	ENSG00000151665	5281	protein-coding	PIGF	phosphatidylinositol glycan anchor biosynthesis class F	0.117952981367384	0.0216193047437449	basal	NA
6836	ENSG00000151687	150709	protein-coding	ANKAR	ankyrin and armadillo repeat containing	0.0806168173888767	0.00804151741420364	basal	NA
6837	ENSG00000151689	3628	protein-coding	INPP1	inositol polyphosphate-1-phosphatase	0.0333136239814565	0.0208350296418279	basal	NA
6838	ENSG00000151690	54842	protein-coding	MFSD6	major facilitator superfamily domain containing 6	-0.0849117992498075	0.00791649940690652	basal	NA
6839	ENSG00000151692	9781	protein-coding	RNF144A	ring finger protein 144A	-0.0255319292161173	0.00625209158976016	basal	NA
6840	ENSG00000151693	8853	protein-coding	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	-0.147327485106839	0.0624799471627779	basal	NA
6841	ENSG00000151694	6868	protein-coding	ADAM17	ADAM metallopeptidase domain 17	0.248796505787748	0.0946294462870204	basal	NA
6842	ENSG00000151702	2313	protein-coding	FLI1	Fli-1 proto-oncogene, ETS transcription factor	0.0453865793493848	0.010378649161838	basal	NA
6843	ENSG00000151718	80014	protein-coding	WWC2	WW and C2 domain containing 2	-0.150369020091074	0.0423203719762944	basal	NA
6844	ENSG00000151725	79682	protein-coding	CENPU	centromere protein U	0.206474034702244	0.0149711467377006	basal	NA
6845	ENSG00000151726	2180	protein-coding	ACSL1	acyl-CoA synthetase long chain family member 1	0.511113367285405	0.292079617374358	basal	NA
